pref,store_type,payment_type,industry_type,month,store
滋賀県小計,通信販売,その他電子マネー等　利用可能店,合計,6,567.0384615384615
滋賀県小計,通信販売,クレジットカード　利用可能店,合計,6,551.3076923076923
滋賀県小計,通信販売,合計,合計,6,1086.2692307692307
熊本県小計,合計,QRコード　利用可能店,合計,6,5320.0
熊本県小計,合計,その他電子マネー等　利用可能店,合計,6,5723.846153846154
熊本県小計,合計,クレジットカード　利用可能店,合計,6,9995.807692307691
熊本県小計,合計,合計,合計,6,12867.846153846154
熊本県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1297.1153846153845
熊本県小計,固定店舗,QRコード　利用可能店,小売業,6,2475.576923076923
熊本県小計,固定店舗,QRコード　利用可能店,飲食業,6,1092.923076923077
熊本県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1277.1923076923076
熊本県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2904.0384615384614
熊本県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,920.0384615384615
熊本県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2265.3076923076924
熊本県小計,固定店舗,クレジットカード　利用可能店,小売業,6,5328.423076923077
熊本県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1534.6153846153845
熊本県小計,固定店舗,合計,その他サービス業,6,2885.423076923077
熊本県小計,固定店舗,合計,小売業,6,6179.307692307692
熊本県小計,固定店舗,合計,飲食業,6,2106.3076923076924
熊本県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,431.65384615384613
熊本県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,99.03846153846153
熊本県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,211.07692307692307
熊本県小計,移動販売等（タクシー、屋台など）,合計,合計,6,554.6923076923077
熊本県小計,通信販売,QRコード　利用可能店,合計,6,22.73076923076923
熊本県小計,通信販売,その他電子マネー等　利用可能店,合計,6,523.5384615384615
熊本県小計,通信販売,クレジットカード　利用可能店,合計,6,656.3846153846154
熊本県小計,通信販売,合計,合計,6,1142.1153846153845
石川県小計,合計,QRコード　利用可能店,合計,6,4885.961538461538
石川県小計,合計,その他電子マネー等　利用可能店,合計,6,4470.153846153846
石川県小計,合計,クレジットカード　利用可能店,合計,6,9892.961538461539
石川県小計,合計,合計,合計,6,12583.076923076924
石川県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1362.3076923076924
石川県小計,固定店舗,QRコード　利用可能店,小売業,6,2185.346153846154
石川県小計,固定店舗,QRコード　利用可能店,飲食業,6,978.1538461538462
石川県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1071.8846153846155
石川県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1986.8461538461538
石川県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,861.7307692307693
石川県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2534.4615384615386
石川県小計,固定店舗,クレジットカード　利用可能店,小売業,6,4657.807692307692
石川県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1986.3846153846155
石川県小計,固定店舗,合計,その他サービス業,6,3200.0
石川県小計,固定店舗,合計,小売業,6,5460.653846153846
石川県小計,固定店舗,合計,飲食業,6,2503.230769230769
石川県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,323.7692307692308
石川県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,81.23076923076923
石川県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,182.8846153846154
石川県小計,移動販売等（タクシー、屋台など）,合計,合計,6,460.53846153846155
石川県小計,通信販売,QRコード　利用可能店,合計,6,36.38461538461539
石川県小計,通信販売,その他電子マネー等　利用可能店,合計,6,468.46153846153845
石川県小計,通信販売,クレジットカード　利用可能店,合計,6,531.4230769230769
石川県小計,通信販売,合計,合計,6,958.6538461538462
神奈川県小計,合計,QRコード　利用可能店,合計,6,19057.69230769231
神奈川県小計,合計,その他電子マネー等　利用可能店,合計,6,22159.153846153848
神奈川県小計,合計,クレジットカード　利用可能店,合計,6,36796.230769230766
神奈川県小計,合計,合計,合計,6,48111.153846153844
神奈川県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,5474.538461538462
神奈川県小計,固定店舗,QRコード　利用可能店,小売業,6,8407.76923076923
神奈川県小計,固定店舗,QRコード　利用可能店,飲食業,6,4087.423076923077
神奈川県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,5432.576923076923
神奈川県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,8331.038461538461
神奈川県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,3692.269230769231
神奈川県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,10760.5
神奈川県小計,固定店舗,クレジットカード　利用可能店,小売業,6,14204.346153846154
神奈川県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,6696.2307692307695
神奈川県小計,固定店舗,合計,その他サービス業,6,13239.461538461539
神奈川県小計,固定店舗,合計,小売業,6,16993.96153846154
神奈川県小計,固定店舗,合計,飲食業,6,9004.26923076923
神奈川県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,996.1923076923077
神奈川県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,1387.8461538461538
神奈川県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,2481.230769230769
神奈川県小計,移動販売等（タクシー、屋台など）,合計,合計,6,3038.3846153846152
神奈川県小計,通信販売,QRコード　利用可能店,合計,6,91.76923076923077
神奈川県小計,通信販売,その他電子マネー等　利用可能店,合計,6,3315.423076923077
神奈川県小計,通信販売,クレジットカード　利用可能店,合計,6,2653.923076923077
神奈川県小計,通信販売,合計,合計,6,5835.076923076923
福井県小計,合計,QRコード　利用可能店,合計,6,3096.0
福井県小計,合計,その他電子マネー等　利用可能店,合計,6,3470.269230769231
福井県小計,合計,クレジットカード　利用可能店,合計,6,5483.692307692308
福井県小計,合計,合計,合計,6,7337.076923076923
福井県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,754.8846153846154
福井県小計,固定店舗,QRコード　利用可能店,小売業,6,1691.1538461538462
福井県小計,固定店舗,QRコード　利用可能店,飲食業,6,534.6923076923077
福井県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,618.8461538461538
福井県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1698.6923076923076
福井県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,588.6923076923077
福井県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1130.2692307692307
福井県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2755.576923076923
福井県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,930.0384615384615
福井県小計,固定店舗,合計,その他サービス業,6,1500.1153846153845
福井県小計,固定店舗,合計,小売業,6,3359.653846153846
福井県小計,固定店舗,合計,飲食業,6,1274.4615384615386
福井県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,65.88461538461539
福井県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,28.26923076923077
福井県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,68.73076923076923
福井県小計,移動販売等（タクシー、屋台など）,合計,合計,6,115.46153846153847
福井県小計,通信販売,QRコード　利用可能店,合計,6,49.38461538461539
福井県小計,通信販売,その他電子マネー等　利用可能店,合計,6,535.7692307692307
福井県小計,通信販売,クレジットカード　利用可能店,合計,6,599.0769230769231
福井県小計,通信販売,合計,合計,6,1087.3846153846155
福岡県小計,合計,QRコード　利用可能店,合計,6,19172.884615384617
福岡県小計,合計,その他電子マネー等　利用可能店,合計,6,16531.423076923078
福岡県小計,合計,クレジットカード　利用可能店,合計,6,28763.0
福岡県小計,合計,合計,合計,6,41252.653846153844
福岡県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,5605.038461538462
福岡県小計,固定店舗,QRコード　利用可能店,小売業,6,7828.0
福岡県小計,固定店舗,QRコード　利用可能店,飲食業,6,4236.0
福岡県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,3479.230769230769
福岡県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,7134.346153846154
福岡県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,2911.269230769231
福岡県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,6698.846153846154
福岡県小計,固定店舗,クレジットカード　利用可能店,小売業,6,13479.76923076923
福岡県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,5241.423076923077
福岡県小計,固定店舗,合計,その他サービス業,6,10124.76923076923
福岡県小計,固定店舗,合計,小売業,6,16741.26923076923
福岡県小計,固定店舗,合計,飲食業,6,7558.692307692308
福岡県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,1113.6923076923076
福岡県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,481.8076923076923
福岡県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,985.6153846153846
福岡県小計,移動販売等（タクシー、屋台など）,合計,合計,6,1773.0
福岡県小計,通信販売,QRコード　利用可能店,合計,6,390.15384615384613
福岡県小計,通信販売,その他電子マネー等　利用可能店,合計,6,2524.769230769231
福岡県小計,通信販売,クレジットカード　利用可能店,合計,6,2357.346153846154
福岡県小計,通信販売,合計,合計,6,5054.923076923077
福島県小計,合計,QRコード　利用可能店,合計,6,5208.576923076923
福島県小計,合計,その他電子マネー等　利用可能店,合計,6,5228.7692307692305
福島県小計,合計,クレジットカード　利用可能店,合計,6,8461.192307692309
福島県小計,合計,合計,合計,6,11255.846153846154
福島県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1381.1923076923076
福島県小計,固定店舗,QRコード　利用可能店,小売業,6,2689.5384615384614
福島県小計,固定店舗,QRコード　利用可能店,飲食業,6,826.3461538461538
福島県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1197.9615384615386
福島県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2715.846153846154
福島県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,764.1923076923077
福島県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1931.576923076923
福島県小計,固定店舗,クレジットカード　利用可能店,小売業,6,4739.192307692308
福島県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1185.923076923077
福島県小計,固定店舗,合計,その他サービス業,6,2649.730769230769
福島県小計,固定店舗,合計,小売業,6,5726.884615384615
福島県小計,固定店舗,合計,飲食業,6,1616.1538461538462
福島県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,272.6923076923077
福島県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,87.84615384615384
福島県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,160.19230769230768
福島県小計,移動販売等（タクシー、屋台など）,合計,合計,6,388.15384615384613
福島県小計,通信販売,QRコード　利用可能店,合計,6,38.80769230769231
福島県小計,通信販売,その他電子マネー等　利用可能店,合計,6,462.9230769230769
福島県小計,通信販売,クレジットカード　利用可能店,合計,6,444.3076923076923
福島県小計,通信販売,合計,合計,6,874.9230769230769
秋田県小計,合計,QRコード　利用可能店,合計,6,2682.346153846154
秋田県小計,合計,その他電子マネー等　利用可能店,合計,6,2667.076923076923
秋田県小計,合計,クレジットカード　利用可能店,合計,6,4650.0
秋田県小計,合計,合計,合計,6,6174.0
秋田県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,641.9230769230769
秋田県小計,固定店舗,QRコード　利用可能店,小売業,6,1309.8076923076924
秋田県小計,固定店舗,QRコード　利用可能店,飲食業,6,485.0769230769231
秋田県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,597.4230769230769
秋田県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1379.2692307692307
秋田県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,412.53846153846155
秋田県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1120.3846153846155
秋田県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2529.346153846154
秋田県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,690.9615384615385
秋田県小計,固定店舗,合計,その他サービス業,6,1456.2692307692307
秋田県小計,固定店舗,合計,小売業,6,3010.846153846154
秋田県小計,固定店舗,合計,飲食業,6,981.0384615384615
秋田県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,220.42307692307693
秋田県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,49.19230769230769
秋田県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,77.65384615384616
秋田県小計,移動販売等（タクシー、屋台など）,合計,合計,6,276.0
秋田県小計,通信販売,QRコード　利用可能店,合計,6,25.115384615384617
秋田県小計,通信販売,その他電子マネー等　利用可能店,合計,6,228.65384615384616
秋田県小計,通信販売,クレジットカード　利用可能店,合計,6,231.65384615384616
秋田県小計,通信販売,合計,合計,6,449.84615384615387
群馬県小計,合計,QRコード　利用可能店,合計,6,4940.884615384615
群馬県小計,合計,その他電子マネー等　利用可能店,合計,6,4981.346153846154
群馬県小計,合計,クレジットカード　利用可能店,合計,6,8633.538461538461
群馬県小計,合計,合計,合計,6,11409.461538461539
群馬県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1373.076923076923
群馬県小計,固定店舗,QRコード　利用可能店,小売業,6,2467.1923076923076
群馬県小計,固定店舗,QRコード　利用可能店,飲食業,6,888.7692307692307
群馬県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1378.3461538461538
群馬県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2134.076923076923
群馬県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,713.5769230769231
群馬県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2390.8846153846152
群馬県小計,固定店舗,クレジットカード　利用可能店,小売業,6,4203.2307692307695
群馬県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1323.2307692307693
群馬県小計,固定店舗,合計,その他サービス業,6,3102.153846153846
群馬県小計,固定店舗,合計,小売業,6,5011.692307692308
群馬県小計,固定店舗,合計,飲食業,6,1807.3846153846155
群馬県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,176.80769230769232
群馬県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,72.34615384615384
群馬県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,112.5
群馬県小計,移動販売等（タクシー、屋台など）,合計,合計,6,246.3846153846154
群馬県小計,通信販売,QRコード　利用可能店,合計,6,35.03846153846154
群馬県小計,通信販売,その他電子マネー等　利用可能店,合計,6,683.0
群馬県小計,通信販売,クレジットカード　利用可能店,合計,6,603.6923076923077
群馬県小計,通信販売,合計,合計,6,1241.8461538461538
茨城県小計,合計,QRコード　利用可能店,合計,6,6089.2692307692305
茨城県小計,合計,その他電子マネー等　利用可能店,合計,6,5947.961538461538
茨城県小計,合計,クレジットカード　利用可能店,合計,6,10679.115384615385
茨城県小計,合計,合計,合計,6,13795.76923076923
茨城県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1464.9615384615386
茨城県小計,固定店舗,QRコード　利用可能店,小売業,6,3182.846153846154
茨城県小計,固定店舗,QRコード　利用可能店,飲食業,6,1048.7307692307693
茨城県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1287.8461538461538
茨城県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2885.0384615384614
茨城県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,943.3076923076923
茨城県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2557.769230769231
茨城県小計,固定店舗,クレジットカード　利用可能店,小売業,6,5737.884615384615
茨城県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1597.0384615384614
茨城県小計,固定店舗,合計,その他サービス業,6,3252.846153846154
茨城県小計,固定店舗,合計,小売業,6,6658.192307692308
茨城県小計,固定店舗,合計,飲食業,6,2140.0
茨城県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,353.61538461538464
茨城県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,119.84615384615384
茨城県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,234.42307692307693
茨城県小計,移動販売等（タクシー、屋台など）,合計,合計,6,515.6153846153846
茨城県小計,通信販売,QRコード　利用可能店,合計,6,39.11538461538461
茨城県小計,通信販売,その他電子マネー等　利用可能店,合計,6,711.9230769230769
茨城県小計,通信販売,クレジットカード　利用可能店,合計,6,552.0
茨城県小計,通信販売,合計,合計,6,1229.1153846153845
長崎県小計,合計,QRコード　利用可能店,合計,6,4361.461538461538
長崎県小計,合計,その他電子マネー等　利用可能店,合計,6,3729.846153846154
長崎県小計,合計,クレジットカード　利用可能店,合計,6,7153.7307692307695
長崎県小計,合計,合計,合計,6,9317.26923076923
長崎県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1048.3846153846155
長崎県小計,固定店舗,QRコード　利用可能店,小売業,6,1995.0
長崎県小計,固定店舗,QRコード　利用可能店,飲食業,6,842.7307692307693
長崎県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,805.6538461538462
長崎県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1967.1153846153845
長崎県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,593.3461538461538
長崎県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1510.3076923076924
長崎県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3845.153846153846
長崎県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1034.076923076923
長崎県小計,固定店舗,合計,その他サービス業,6,2006.0384615384614
長崎県小計,固定店舗,合計,小売業,6,4566.884615384615
長崎県小計,固定店舗,合計,飲食業,6,1480.576923076923
長崎県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,455.15384615384613
長崎県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,62.65384615384615
長崎県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,424.61538461538464
長崎県小計,移動販売等（タクシー、屋台など）,合計,合計,6,640.0
長崎県小計,通信販売,QRコード　利用可能店,合計,6,20.192307692307693
長崎県小計,通信販売,その他電子マネー等　利用可能店,合計,6,301.0769230769231
長崎県小計,通信販売,クレジットカード　利用可能店,合計,6,339.5769230769231
長崎県小計,通信販売,合計,合計,6,623.7692307692307
長野県小計,合計,QRコード　利用可能店,合計,6,8055.961538461538
長野県小計,合計,その他電子マネー等　利用可能店,合計,6,6968.0
長野県小計,合計,クレジットカード　利用可能店,合計,6,12843.576923076924
長野県小計,合計,合計,合計,6,17629.19230769231
長野県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,2423.653846153846
長野県小計,固定店舗,QRコード　利用可能店,小売業,6,3298.4615384615386
長野県小計,固定店舗,QRコード　利用可能店,飲食業,6,1418.2692307692307
長野県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1821.076923076923
長野県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,3022.423076923077
長野県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,1117.5
長野県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,3530.6153846153848
長野県小計,固定店舗,クレジットカード　利用可能店,小売業,6,6332.307692307692
長野県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1956.8846153846155
長野県小計,固定店舗,合計,その他サービス業,6,4861.5
長野県小計,固定店舗,合計,小売業,6,7499.038461538462
長野県小計,固定店舗,合計,飲食業,6,2674.3076923076924
長野県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,550.9615384615385
長野県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,160.80769230769232
長野県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,294.2307692307692
長野県小計,移動販売等（タクシー、屋台など）,合計,合計,6,759.8846153846154
長野県小計,通信販売,QRコード　利用可能店,合計,6,364.61538461538464
長野県小計,通信販売,その他電子マネー等　利用可能店,合計,6,846.1923076923077
長野県小計,通信販売,クレジットカード　利用可能店,合計,6,729.5384615384615
長野県小計,通信販売,合計,合計,6,1834.4615384615386
青森県小計,合計,QRコード　利用可能店,合計,6,3754.8846153846152
青森県小計,合計,その他電子マネー等　利用可能店,合計,6,3057.230769230769
青森県小計,合計,クレジットカード　利用可能店,合計,6,5529.076923076923
青森県小計,合計,合計,合計,6,7736.153846153846
青森県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,909.8846153846154
青森県小計,固定店舗,QRコード　利用可能店,小売業,6,1740.6153846153845
青森県小計,固定店舗,QRコード　利用可能店,飲食業,6,611.8846153846154
青森県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,573.3461538461538
青森県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1702.7692307692307
青森県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,417.0769230769231
青森県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1180.0384615384614
青森県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3188.346153846154
青森県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,703.7692307692307
青森県小計,固定店舗,合計,その他サービス業,6,1719.6923076923076
青森県小計,固定店舗,合計,小売業,6,3832.1923076923076
青森県小計,固定店舗,合計,飲食業,6,1056.2692307692307
青森県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,411.46153846153845
青森県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,89.53846153846153
青森県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,153.84615384615384
青森県小計,移動販売等（タクシー、屋台など）,合計,合計,6,506.6923076923077
青森県小計,通信販売,QRコード　利用可能店,合計,6,81.03846153846153
青森県小計,通信販売,その他電子マネー等　利用可能店,合計,6,274.5
青森県小計,通信販売,クレジットカード　利用可能店,合計,6,303.0769230769231
青森県小計,通信販売,合計,合計,6,621.3076923076923
静岡県小計,合計,QRコード　利用可能店,合計,6,13270.538461538461
静岡県小計,合計,その他電子マネー等　利用可能店,合計,6,10881.307692307691
静岡県小計,合計,クレジットカード　利用可能店,合計,6,18046.26923076923
静岡県小計,合計,合計,合計,6,26071.96153846154
静岡県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,3493.730769230769
静岡県小計,固定店舗,QRコード　利用可能店,小売業,6,5990.7307692307695
静岡県小計,固定店舗,QRコード　利用可能店,飲食業,6,2516.653846153846
静岡県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,2792.6923076923076
静岡県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,4833.961538461538
静岡県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,1626.3076923076924
静岡県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,4955.5
静岡県小計,固定店舗,クレジットカード　利用可能店,小売業,6,8592.76923076923
静岡県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,2780.153846153846
静岡県小計,固定店舗,合計,その他サービス業,6,6805.153846153846
静岡県小計,固定店舗,合計,小売業,6,10924.76923076923
静岡県小計,固定店舗,合計,飲食業,6,4164.807692307692
静岡県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,1187.8846153846155
静岡県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,162.5
静岡県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,377.4230769230769
静岡県小計,移動販売等（タクシー、屋台など）,合計,合計,6,1460.1923076923076
静岡県小計,通信販売,QRコード　利用可能店,合計,6,81.53846153846153
静岡県小計,通信販売,その他電子マネー等　利用可能店,合計,6,1465.8461538461538
静岡県小計,通信販売,クレジットカード　利用可能店,合計,6,1340.423076923077
静岡県小計,通信販売,合計,合計,6,2717.0384615384614
香川県小計,合計,QRコード　利用可能店,合計,6,3866.5384615384614
香川県小計,合計,その他電子マネー等　利用可能店,合計,6,3235.5384615384614
香川県小計,合計,クレジットカード　利用可能店,合計,6,5541.384615384615
香川県小計,合計,合計,合計,6,7947.961538461538
香川県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1105.6153846153845
香川県小計,固定店舗,QRコード　利用可能店,小売業,6,1738.8461538461538
香川県小計,固定店舗,QRコード　利用可能店,飲食業,6,828.3846153846154
香川県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,786.6538461538462
香川県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1435.0384615384614
香川県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,507.4230769230769
香川県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1373.7692307692307
香川県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2684.8076923076924
香川県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,881.7692307692307
香川県小計,固定店舗,合計,その他サービス業,6,1991.2307692307693
香川県小計,固定店舗,合計,小売業,6,3442.0384615384614
香川県小計,固定店舗,合計,飲食業,6,1417.4615384615386
香川県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,151.96153846153845
香川県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,79.03846153846153
香川県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,127.03846153846153
香川県小計,移動販売等（タクシー、屋台など）,合計,合計,6,244.8846153846154
香川県小計,通信販売,QRコード　利用可能店,合計,6,41.73076923076923
香川県小計,通信販売,その他電子マネー等　利用可能店,合計,6,427.38461538461536
香川県小計,通信販売,クレジットカード　利用可能店,合計,6,474.0
香川県小計,通信販売,合計,合計,6,852.3461538461538
高知県小計,合計,QRコード　利用可能店,合計,6,2564.1923076923076
高知県小計,合計,その他電子マネー等　利用可能店,合計,6,2218.769230769231
高知県小計,合計,クレジットカード　利用可能店,合計,6,3764.6923076923076
高知県小計,合計,合計,合計,6,5432.538461538462
高知県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,528.5769230769231
高知県小計,固定店舗,QRコード　利用可能店,小売業,6,1190.0384615384614
高知県小計,固定店舗,QRコード　利用可能店,飲食業,6,535.4615384615385
高知県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,479.38461538461536
高知県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1060.8076923076924
高知県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,363.7692307692308
高知県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,774.5384615384615
高知県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2036.0
高知県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,539.1153846153846
高知県小計,固定店舗,合計,その他サービス業,6,1062.0
高知県小計,固定店舗,合計,小売業,6,2562.6923076923076
高知県小計,固定店舗,合計,飲食業,6,887.5384615384615
高知県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,288.46153846153845
高知県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,41.03846153846154
高知県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,75.53846153846153
高知県小計,移動販売等（タクシー、屋台など）,合計,合計,6,333.84615384615387
高知県小計,通信販売,QRコード　利用可能店,合計,6,21.653846153846153
高知県小計,通信販売,その他電子マネー等　利用可能店,合計,6,273.7692307692308
高知県小計,通信販売,クレジットカード　利用可能店,合計,6,339.5
高知県小計,通信販売,合計,合計,6,586.4615384615385
鳥取県小計,合計,QRコード　利用可能店,合計,6,2573.8846153846152
