pref,store_type,payment_type,industry_type,month,store
山口県小計,通信販売,その他電子マネー等　利用可能店,合計,6,376.5769230769231
山口県小計,通信販売,クレジットカード　利用可能店,合計,6,374.5
山口県小計,通信販売,合計,合計,6,725.9230769230769
山形県小計,合計,QRコード　利用可能店,合計,6,3836.3846153846152
山形県小計,合計,その他電子マネー等　利用可能店,合計,6,3092.153846153846
山形県小計,合計,クレジットカード　利用可能店,合計,6,5528.461538461538
山形県小計,合計,合計,合計,6,7844.961538461538
山形県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1050.3076923076924
山形県小計,固定店舗,QRコード　利用可能店,小売業,6,1771.8076923076924
山形県小計,固定店舗,QRコード　利用可能店,飲食業,6,655.8076923076923
山形県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,701.9230769230769
山形県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1561.0384615384614
山形県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,431.9230769230769
山形県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1297.423076923077
山形県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3066.230769230769
山形県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,681.8076923076923
山形県小計,固定店舗,合計,その他サービス業,6,1919.6153846153845
山形県小計,固定店舗,合計,小売業,6,3760.153846153846
山形県小計,固定店舗,合計,飲食業,6,1078.7692307692307
山形県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,323.8076923076923
山形県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,58.96153846153846
山形県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,115.6923076923077
山形県小計,移動販売等（タクシー、屋台など）,合計,合計,6,403.7692307692308
山形県小計,通信販売,QRコード　利用可能店,合計,6,34.65384615384615
山形県小計,通信販売,その他電子マネー等　利用可能店,合計,6,338.3076923076923
山形県小計,通信販売,クレジットカード　利用可能店,合計,6,367.3076923076923
山形県小計,通信販売,合計,合計,6,682.6538461538462
山梨県小計,合計,QRコード　利用可能店,合計,6,2272.1923076923076
山梨県小計,合計,その他電子マネー等　利用可能店,合計,6,2741.923076923077
山梨県小計,合計,クレジットカード　利用可能店,合計,6,5467.538461538462
山梨県小計,合計,合計,合計,6,6701.7692307692305
山梨県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,575.6923076923077
山梨県小計,固定店舗,QRコード　利用可能店,小売業,6,1177.0
山梨県小計,固定店舗,QRコード　利用可能店,飲食業,6,385.7692307692308
山梨県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,630.1923076923077
山梨県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1208.3461538461538
山梨県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,394.38461538461536
山梨県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1132.8846153846155
山梨県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3178.769230769231
山梨県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,661.7692307692307
山梨県小計,固定店舗,合計,その他サービス業,6,1385.923076923077
山梨県小計,固定店舗,合計,小売業,6,3502.8076923076924
山梨県小計,固定店舗,合計,飲食業,6,824.0384615384615
山梨県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,112.88461538461539
山梨県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,66.6923076923077
山梨県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,101.6923076923077
山梨県小計,移動販売等（タクシー、屋台など）,合計,合計,6,178.65384615384616
山梨県小計,通信販売,QRコード　利用可能店,合計,6,20.846153846153847
山梨県小計,通信販売,その他電子マネー等　利用可能店,合計,6,442.3076923076923
山梨県小計,通信販売,クレジットカード　利用可能店,合計,6,392.4230769230769
山梨県小計,通信販売,合計,合計,6,810.3461538461538
岐阜県小計,合計,QRコード　利用可能店,合計,6,7280.423076923077
岐阜県小計,合計,その他電子マネー等　利用可能店,合計,6,5728.961538461538
岐阜県小計,合計,クレジットカード　利用可能店,合計,6,10876.961538461539
岐阜県小計,合計,合計,合計,6,15237.807692307691
岐阜県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1933.4615384615386
岐阜県小計,固定店舗,QRコード　利用可能店,小売業,6,3522.230769230769
岐阜県小計,固定店舗,QRコード　利用可能店,飲食業,6,1422.1923076923076
岐阜県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1266.2692307692307
岐阜県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2503.5384615384614
岐阜県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,855.5769230769231
岐阜県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2417.6153846153848
岐阜県小計,固定店舗,クレジットカード　利用可能店,小売業,6,5872.5
岐阜県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1451.5
岐阜県小計,固定店舗,合計,その他サービス業,6,3454.769230769231
岐阜県小計,固定店舗,合計,小売業,6,7148.461538461538
岐阜県小計,固定店舗,合計,飲食業,6,2294.0384615384614
岐阜県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,343.34615384615387
岐阜県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,137.8846153846154
岐阜県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,255.65384615384616
岐阜県小計,移動販売等（タクシー、屋台など）,合計,合計,6,532.3846153846154
岐阜県小計,通信販売,QRコード　利用可能店,合計,6,59.19230769230769
岐阜県小計,通信販売,その他電子マネー等　利用可能店,合計,6,965.6923076923077
岐阜県小計,通信販売,クレジットカード　利用可能店,合計,6,879.6923076923077
岐阜県小計,通信販売,合計,合計,6,1808.1538461538462
岡山県小計,合計,QRコード　利用可能店,合計,6,7446.7307692307695
岡山県小計,合計,その他電子マネー等　利用可能店,合計,6,5988.692307692308
岡山県小計,合計,クレジットカード　利用可能店,合計,6,10451.153846153846
岡山県小計,合計,合計,合計,6,15251.0
岡山県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,2077.153846153846
岡山県小計,固定店舗,QRコード　利用可能店,小売業,6,3306.653846153846
岡山県小計,固定店舗,QRコード　利用可能店,飲食業,6,1343.8846153846155
岡山県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1549.1923076923076
岡山県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2671.653846153846
岡山県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,856.6923076923077
岡山県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2569.423076923077
岡山県小計,固定店舗,クレジットカード　利用可能店,小売業,6,5249.807692307692
岡山県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1466.2307692307693
岡山県小計,固定店舗,合計,その他サービス業,6,3804.3076923076924
岡山県小計,固定店舗,合計,小売業,6,6678.5
岡山県小計,固定店舗,合計,飲食業,6,2290.6923076923076
岡山県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,658.9230769230769
岡山県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,110.53846153846153
岡山県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,240.8846153846154
岡山県小計,移動販売等（タクシー、屋台など）,合計,合計,6,793.9615384615385
岡山県小計,通信販売,QRコード　利用可能店,合計,6,60.11538461538461
岡山県小計,通信販売,その他電子マネー等　利用可能店,合計,6,800.6153846153846
岡山県小計,通信販売,クレジットカード　利用可能店,合計,6,924.8076923076923
岡山県小計,通信販売,合計,合計,6,1683.5384615384614
岩手県小計,合計,QRコード　利用可能店,合計,6,4361.961538461538
岩手県小計,合計,その他電子マネー等　利用可能店,合計,6,3309.4615384615386
岩手県小計,合計,クレジットカード　利用可能店,合計,6,5411.2307692307695
岩手県小計,合計,合計,合計,6,8068.576923076923
岩手県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1166.0384615384614
岩手県小計,固定店舗,QRコード　利用可能店,小売業,6,1951.3846153846155
岩手県小計,固定店舗,QRコード　利用可能店,飲食業,6,782.5769230769231
岩手県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,773.9230769230769
岩手県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1770.8461538461538
岩手県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,474.2307692307692
岩手県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1338.1538461538462
岩手県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2940.576923076923
岩手県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,731.0769230769231
岩手県小計,固定店舗,合計,その他サービス業,6,2010.3076923076924
岩手県小計,固定店舗,合計,小売業,6,3802.9615384615386
岩手県小計,固定店舗,合計,飲食業,6,1251.6153846153845
岩手県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,344.84615384615387
岩手県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,63.92307692307692
岩手県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,138.8846153846154
岩手県小計,移動販売等（タクシー、屋台など）,合計,合計,6,434.2692307692308
岩手県小計,通信販売,QRコード　利用可能店,合計,6,117.11538461538461
岩手県小計,通信販売,その他電子マネー等　利用可能店,合計,6,226.53846153846155
岩手県小計,通信販売,クレジットカード　利用可能店,合計,6,262.53846153846155
岩手県小計,通信販売,合計,合計,6,569.4230769230769
島根県小計,合計,QRコード　利用可能店,合計,6,3015.923076923077
島根県小計,合計,その他電子マネー等　利用可能店,合計,6,2188.6153846153848
島根県小計,合計,クレジットカード　利用可能店,合計,6,4318.961538461538
島根県小計,合計,合計,合計,6,5914.2307692307695
島根県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,800.4230769230769
島根県小計,固定店舗,QRコード　利用可能店,小売業,6,1445.3076923076924
島根県小計,固定店舗,QRコード　利用可能店,飲食業,6,629.0
島根県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,467.03846153846155
島根県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1186.1538461538462
島根県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,330.96153846153845
島根県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,995.2307692307693
島根県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2467.3076923076924
島根県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,559.8461538461538
島根県小計,固定店舗,合計,その他サービス業,6,1417.6538461538462
島根県小計,固定店舗,合計,小売業,6,3022.0
島根県小計,固定店舗,合計,飲食業,6,927.8461538461538
島根県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,120.6923076923077
島根県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,32.26923076923077
島根県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,74.46153846153847
島根県小計,移動販売等（タクシー、屋台など）,合計,合計,6,171.6153846153846
島根県小計,通信販売,QRコード　利用可能店,合計,6,20.5
島根県小計,通信販売,その他電子マネー等　利用可能店,合計,6,172.19230769230768
島根県小計,通信販売,クレジットカード　利用可能店,合計,6,222.1153846153846
島根県小計,通信販売,合計,合計,6,375.11538461538464
広島県小計,合計,QRコード　利用可能店,合計,6,11124.653846153846
広島県小計,合計,その他電子マネー等　利用可能店,合計,6,9325.615384615385
広島県小計,合計,クレジットカード　利用可能店,合計,6,15437.5
広島県小計,合計,合計,合計,6,22494.576923076922
広島県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,3088.8076923076924
広島県小計,固定店舗,QRコード　利用可能店,小売業,6,4581.384615384615
広島県小計,固定店舗,QRコード　利用可能店,飲食業,6,2424.923076923077
広島県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,2287.6153846153848
広島県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,3947.8846153846152
広島県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,1707.8076923076924
広島県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,3786.3076923076924
広島県小計,固定店舗,クレジットカード　利用可能店,小売業,6,7152.7307692307695
広島県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,2725.346153846154
広島県小計,固定店舗,合計,その他サービス業,6,5530.5
広島県小計,固定店舗,合計,小売業,6,9135.153846153846
広島県小計,固定店舗,合計,飲食業,6,4217.692307692308
広島県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,977.0769230769231
広島県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,335.0
広島県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,623.5384615384615
広島県小計,移動販売等（タクシー、屋台など）,合計,合計,6,1466.8076923076924
広島県小計,通信販売,QRコード　利用可能店,合計,6,52.46153846153846
広島県小計,通信販売,その他電子マネー等　利用可能店,合計,6,1047.3076923076924
広島県小計,通信販売,クレジットカード　利用可能店,合計,6,1149.576923076923
広島県小計,通信販売,合計,合計,6,2144.423076923077
徳島県小計,合計,QRコード　利用可能店,合計,6,2547.769230769231
徳島県小計,合計,その他電子マネー等　利用可能店,合計,6,2237.1153846153848
徳島県小計,合計,クレジットカード　利用可能店,合計,6,4127.076923076923
徳島県小計,合計,合計,合計,6,5702.461538461538
徳島県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,644.3461538461538
徳島県小計,固定店舗,QRコード　利用可能店,小売業,6,1302.2692307692307
徳島県小計,固定店舗,QRコード　利用可能店,飲食業,6,429.53846153846155
徳島県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,451.61538461538464
徳島県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1102.2307692307693
徳島県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,310.5
徳島県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,919.8076923076923
徳島県小計,固定店舗,クレジットカード　利用可能店,小売業,6,2240.730769230769
徳島県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,585.6153846153846
徳島県小計,固定店舗,合計,その他サービス業,6,1276.9615384615386
徳島県小計,固定店舗,合計,小売業,6,2793.3846153846152
徳島県小計,固定店舗,合計,飲食業,6,830.3461538461538
徳島県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,140.34615384615384
徳島県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,49.19230769230769
徳島県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,71.38461538461539
徳島県小計,移動販売等（タクシー、屋台など）,合計,合計,6,185.6153846153846
徳島県小計,通信販売,QRコード　利用可能店,合計,6,31.26923076923077
徳島県小計,通信販売,その他電子マネー等　利用可能店,合計,6,323.5769230769231
徳島県小計,通信販売,クレジットカード　利用可能店,合計,6,309.53846153846155
徳島県小計,通信販売,合計,合計,6,616.1538461538462
愛媛県小計,合計,QRコード　利用可能店,合計,6,4640.115384615385
愛媛県小計,合計,その他電子マネー等　利用可能店,合計,6,4028.5384615384614
愛媛県小計,合計,クレジットカード　利用可能店,合計,6,6591.307692307692
愛媛県小計,合計,合計,合計,6,9493.538461538461
愛媛県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1179.2692307692307
愛媛県小計,固定店舗,QRコード　利用可能店,小売業,6,2269.923076923077
愛媛県小計,固定店舗,QRコード　利用可能店,飲食業,6,986.6538461538462
愛媛県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,815.8461538461538
愛媛県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2031.923076923077
愛媛県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,600.7692307692307
愛媛県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1339.076923076923
愛媛県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3574.423076923077
愛媛県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,978.0769230769231
愛媛県小計,固定店舗,合計,その他サービス業,6,2052.730769230769
愛媛県小計,固定店舗,合計,小売業,6,4556.576923076923
愛媛県小計,固定店舗,合計,飲食業,6,1606.1153846153845
愛媛県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,161.5
愛媛県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,75.26923076923077
愛媛県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,194.53846153846155
愛媛県小計,移動販売等（タクシー、屋台など）,合計,合計,6,301.15384615384613
愛媛県小計,通信販売,QRコード　利用可能店,合計,6,42.76923076923077
愛媛県小計,通信販売,その他電子マネー等　利用可能店,合計,6,504.7307692307692
愛媛県小計,通信販売,クレジットカード　利用可能店,合計,6,505.1923076923077
愛媛県小計,通信販売,合計,合計,6,976.9615384615385
愛知県小計,合計,QRコード　利用可能店,合計,6,23072.923076923078
愛知県小計,合計,その他電子マネー等　利用可能店,合計,6,22223.03846153846
愛知県小計,合計,クレジットカード　利用可能店,合計,6,38415.38461538462
愛知県小計,合計,合計,合計,6,52388.53846153846
愛知県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,6527.846153846154
愛知県小計,固定店舗,QRコード　利用可能店,小売業,6,9960.23076923077
愛知県小計,固定店舗,QRコード　利用可能店,飲食業,6,5036.038461538462
愛知県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,5041.346153846154
愛知県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,9099.76923076923
愛知県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,4276.7692307692305
愛知県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,9830.307692307691
愛知県小計,固定店舗,クレジットカード　利用可能店,小売業,6,17288.03846153846
愛知県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,7590.923076923077
愛知県小計,固定店舗,合計,その他サービス業,6,13071.0
愛知県小計,固定店舗,合計,小売業,6,20758.03846153846
愛知県小計,固定店舗,合計,飲食業,6,10628.307692307691
愛知県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,1399.7307692307693
愛知県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,490.5769230769231
愛知県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,790.8461538461538
愛知県小計,移動販売等（タクシー、屋台など）,合計,合計,6,1833.423076923077
愛知県小計,通信販売,QRコード　利用可能店,合計,6,149.07692307692307
愛知県小計,通信販売,その他電子マネー等　利用可能店,合計,6,3314.576923076923
愛知県小計,通信販売,クレジットカード　利用可能店,合計,6,2915.269230769231
愛知県小計,通信販売,合計,合計,6,6097.7692307692305
新潟県小計,合計,QRコード　利用可能店,合計,6,7764.0
新潟県小計,合計,その他電子マネー等　利用可能店,合計,6,7041.115384615385
新潟県小計,合計,クレジットカード　利用可能店,合計,6,12806.576923076924
新潟県小計,合計,合計,合計,6,17215.615384615383
新潟県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,2351.6923076923076
新潟県小計,固定店舗,QRコード　利用可能店,小売業,6,3308.653846153846
新潟県小計,固定店舗,QRコード　利用可能店,飲食業,6,1370.6153846153845
新潟県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,2096.923076923077
新潟県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2864.730769230769
新潟県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,987.2692307692307
新潟県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,3858.846153846154
新潟県小計,固定店舗,クレジットカード　利用可能店,小売業,6,5797.5
新潟県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1826.7307692307693
新潟県小計,固定店舗,合計,その他サービス業,6,4920.153846153846
新潟県小計,固定店舗,合計,小売業,6,7061.846153846154
新潟県小計,固定店舗,合計,飲食業,6,2573.730769230769
新潟県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,654.5769230769231
新潟県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,237.69230769230768
新潟県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,451.15384615384613
新潟県小計,移動販売等（タクシー、屋台など）,合計,合計,6,991.3846153846154
新潟県小計,通信販売,QRコード　利用可能店,合計,6,78.46153846153847
新潟県小計,通信販売,その他電子マネー等　利用可能店,合計,6,854.5
新潟県小計,通信販売,クレジットカード　利用可能店,合計,6,872.3461538461538
新潟県小計,通信販売,合計,合計,6,1668.5
東京都小計,合計,QRコード　利用可能店,合計,6,53897.53846153846
東京都小計,合計,その他電子マネー等　利用可能店,合計,6,70494.76923076923
東京都小計,合計,クレジットカード　利用可能店,合計,6,117435.57692307692
東京都小計,合計,合計,合計,6,148266.73076923078
東京都小計,固定店舗,QRコード　利用可能店,その他サービス業,6,13077.384615384615
東京都小計,固定店舗,QRコード　利用可能店,小売業,6,18382.923076923078
東京都小計,固定店舗,QRコード　利用可能店,飲食業,6,13874.807692307691
東京都小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,13618.538461538461
東京都小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,19993.423076923078
東京都小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,14730.615384615385
東京都小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,29578.846153846152
東京都小計,固定店舗,クレジットカード　利用可能店,小売業,6,34489.5
東京都小計,固定店舗,クレジットカード　利用可能店,飲食業,6,28842.884615384617
東京都小計,固定店舗,合計,その他サービス業,6,34715.807692307695
東京都小計,固定店舗,合計,小売業,6,40860.269230769234
東京都小計,固定店舗,合計,飲食業,6,35041.346153846156
東京都小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,8194.26923076923
東京都小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,10688.5
東京都小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,12896.961538461539
東京都小計,移動販売等（タクシー、屋台など）,合計,合計,6,15169.653846153846
東京都小計,通信販売,QRコード　利用可能店,合計,6,368.15384615384613
東京都小計,通信販売,その他電子マネー等　利用可能店,合計,6,11463.692307692309
東京都小計,通信販売,クレジットカード　利用可能店,合計,6,11627.384615384615
東京都小計,通信販売,合計,合計,6,22479.653846153848
栃木県小計,合計,QRコード　利用可能店,合計,6,5372.076923076923
栃木県小計,合計,その他電子マネー等　利用可能店,合計,6,5299.807692307692
栃木県小計,合計,クレジットカード　利用可能店,合計,6,8262.653846153846
栃木県小計,合計,合計,合計,6,11180.615384615385
栃木県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1465.1153846153845
栃木県小計,固定店舗,QRコード　利用可能店,小売業,6,2488.769230769231
栃木県小計,固定店舗,QRコード　利用可能店,飲食業,6,956.3461538461538
栃木県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1307.5
栃木県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2577.923076923077
栃木県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,807.1153846153846
栃木県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,2191.3076923076924
栃木県小計,固定店舗,クレジットカード　利用可能店,小売業,6,4227.807692307692
栃木県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1239.7307692307693
栃木県小計,固定店舗,合計,その他サービス業,6,2884.0
栃木県小計,固定店舗,合計,小売業,6,5100.423076923077
栃木県小計,固定店舗,合計,飲食業,6,1771.1923076923076
栃木県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,283.5769230769231
栃木県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,102.07692307692308
栃木県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,159.80769230769232
栃木県小計,移動販売等（タクシー、屋台など）,合計,合計,6,363.3076923076923
栃木県小計,通信販売,QRコード　利用可能店,合計,6,178.26923076923077
栃木県小計,通信販売,その他電子マネー等　利用可能店,合計,6,505.1923076923077
栃木県小計,通信販売,クレジットカード　利用可能店,合計,6,444.0
栃木県小計,通信販売,合計,合計,6,1061.6923076923076
沖縄県小計,合計,QRコード　利用可能店,合計,6,3880.769230769231
沖縄県小計,合計,その他電子マネー等　利用可能店,合計,6,6340.076923076923
沖縄県小計,合計,クレジットカード　利用可能店,合計,6,10080.692307692309
沖縄県小計,合計,合計,合計,6,12200.692307692309
沖縄県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,940.7307692307693
沖縄県小計,固定店舗,QRコード　利用可能店,小売業,6,1624.6923076923076
沖縄県小計,固定店舗,QRコード　利用可能店,飲食業,6,936.1153846153846
沖縄県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,1749.576923076923
沖縄県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,2453.846153846154
沖縄県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,1508.7307692307693
沖縄県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,3183.5
沖縄県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3663.153846153846
沖縄県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,2510.230769230769
沖縄県小計,固定店舗,合計,その他サービス業,6,3642.8076923076924
沖縄県小計,固定店舗,合計,小売業,6,4234.692307692308
沖縄県小計,固定店舗,合計,飲食業,6,2898.423076923077
沖縄県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,368.6923076923077
沖縄県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,195.42307692307693
沖縄県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,407.5769230769231
沖縄県小計,移動販売等（タクシー、屋台など）,合計,合計,6,695.9615384615385
沖縄県小計,通信販売,QRコード　利用可能店,合計,6,10.538461538461538
沖縄県小計,通信販売,その他電子マネー等　利用可能店,合計,6,432.5
沖縄県小計,通信販売,クレジットカード　利用可能店,合計,6,316.2307692307692
沖縄県小計,通信販売,合計,合計,6,728.8076923076923
滋賀県小計,合計,QRコード　利用可能店,合計,6,3944.8846153846152
滋賀県小計,合計,その他電子マネー等　利用可能店,合計,6,3837.4615384615386
滋賀県小計,合計,クレジットカード　利用可能店,合計,6,6873.153846153846
滋賀県小計,合計,合計,合計,6,9088.153846153846
滋賀県小計,固定店舗,QRコード　利用可能店,その他サービス業,6,1099.423076923077
滋賀県小計,固定店舗,QRコード　利用可能店,小売業,6,1936.6153846153845
滋賀県小計,固定店舗,QRコード　利用可能店,飲食業,6,695.2692307692307
滋賀県小計,固定店舗,その他電子マネー等　利用可能店,その他サービス業,6,932.8846153846154
滋賀県小計,固定店舗,その他電子マネー等　利用可能店,小売業,6,1653.7692307692307
滋賀県小計,固定店舗,その他電子マネー等　利用可能店,飲食業,6,613.6153846153846
滋賀県小計,固定店舗,クレジットカード　利用可能店,その他サービス業,6,1817.5384615384614
滋賀県小計,固定店舗,クレジットカード　利用可能店,小売業,6,3191.0
滋賀県小計,固定店舗,クレジットカード　利用可能店,飲食業,6,1201.576923076923
滋賀県小計,固定店舗,合計,その他サービス業,6,2337.6153846153848
滋賀県小計,固定店舗,合計,小売業,6,3849.3076923076924
滋賀県小計,固定店舗,合計,飲食業,6,1564.0
滋賀県小計,移動販売等（タクシー、屋台など）,QRコード　利用可能店,合計,6,187.26923076923077
滋賀県小計,移動販売等（タクシー、屋台など）,その他電子マネー等　利用可能店,合計,6,70.15384615384616
滋賀県小計,移動販売等（タクシー、屋台など）,クレジットカード　利用可能店,合計,6,111.73076923076923
滋賀県小計,移動販売等（タクシー、屋台など）,合計,合計,6,250.96153846153845
滋賀県小計,通信販売,QRコード　利用可能店,合計,6,26.307692307692307
