,year,term,country,c_all,c_within_3days,c_4to6days,c_7to13days,c_14to20days,c_21to27days,c_28to90days,c_91days_to_1year,c_male_all,c_male10s,c_male20s,c_male30s,c_male40s,c_male50s,c_male60s,c_male_over70,c_female_all,c_female10s,c_female20s,c_female30s,c_female40s,c_female50s,c_female60s,c_female_over70,c_japan_first,c_japan_second,c_japan_third,c_japan_fourth,c_japan_fifth,c_japan_sixth_to_ninth,c_japan_10_to_19,c_japan_over20,c_japan_zenkai_hajimete,c_japan_zenkai_ari,c_japan_zenkai_1year,c_japan_zenkai_3year,c_japan_zenkai_5year,c_japan_zenkai_10year,c_japan_zenkai_over10year,c_japan_pastyear_0,c_japan_pastyear_1,c_japan_pastyear_2,c_japan_pastyear_3to5,c_japan_pastyear_6to9,c_japan_pastyear_over10,c_single,c_partner,c_family,c_colleague,c_friend,c_doukou_other,c_hotel,c_ryokan,c_condo,c_ryo,c_friend_house,c_hostel,c_capsule,c_yuryo,c_stay_other,c_no_stay,c_tour,c_package,c_own,c_store,c_web,c_phone,c_income_500,c_income_1000,c_income_2000,c_income_3000,c_income_over3000,c_income_unknown,c_fsa,c_lcc,c_ship,a_all,a_within_3days,a_4to6days,a_7to13days,a_14to20days,a_21to27days,a_28to90days,a_91days_to_1year,a_male_all,a_male10s,a_male20s,a_male30s,a_male40s,a_male50s,a_male60s,a_male_over70,a_female_all,a_female10s,a_female20s,a_female30s,a_female40s,a_female50s,a_female60s,a_female_over70,a_japan_first,a_japan_second,a_japan_third,a_japan_fourth,a_japan_fifth,a_japan_sixth_to_ninth,a_japan_10_to_19,a_japan_over20,a_japan_zenkai_hajimete,a_japan_zenkai_ari,a_japan_zenkai_1year,a_japan_zenkai_3year,a_japan_zenkai_5year,a_japan_zenkai_10year,a_japan_zenkai_over10year,a_japan_pastyear_0,a_japan_pastyear_1,a_japan_pastyear_2,a_japan_pastyear_3to5,a_japan_pastyear_6to9,a_japan_pastyear_over10,a_single,a_partner,a_family,a_colleague,a_friend,a_doukou_other,a_hotel,a_ryokan,a_condo,a_ryo,a_friend_house,a_hostel,a_capsule,a_yuryo,a_stay_other,a_no_stay,a_tour,a_package,a_own,a_store,a_web,a_phone,a_income_500,a_income_1000,a_income_2000,a_income_3000,a_income_over3000,a_income_unknown,a_fsa,a_lcc,a_ship
144,2019,3,Canada,165538.6185,15645.1716,78670.3211,155881.5183,205489.8456,195054.4555,331965.6722,,171110.0874,135552.6896,166532.6875,143145.556,248614.3168,174044.4785,91765.5181,321393.204,157983.4478,143444.0936,144057.1555,158436.0093,221508.3401,175233.1601,22557.7817,94304.8875,154837.418,228819.7572,157133.8533,69460.7386,343738.9806,25628.7487,231267.5469,39000.0,154837.418,193922.7886,165563.07,246206.6506,136625.9412,244853.0198,156914.2448,165536.1137,212011.1512,117806.553,18260.9775,,,188448.51,152103.8204,156956.3063,223189.725,165573.7352,175378.7759,168536.527,171677.6099,,123768.8475,221504.9875,175684.6018,202270.6183,201261.8976,220132.2533,,74606.1756,90659.8885,176290.8655,166635.6139,168539.0713,63463.3414,248237.7783,261791.7239,179689.6558,243053.6105,259711.68,156385.304,166352.8113,149605.3092,,150,5,23,53,56,8,5,0,87,8,40,14,12,9,3,1,63,7,19,12,10,11,3,1,109,17,11,3,3,2,4,1,109,41,14,15,6,2,4,136,8,5,1,0,0,35,35,49,1,28,2,116,24,0,1,11,21,6,35,20,0,8,9,133,23,123,4,5,4,8,2,1,130,143,7,0
145,2019,3,Australia,177472.5382,29762.7615,102937.7558,152404.4338,209462.0189,270266.5057,230018.379,,165556.7829,205521.0458,197807.2004,199109.2055,167358.994,126955.0108,93476.3282,66789.0269,189665.7069,180857.2262,245109.3498,182596.6949,144508.8959,140503.5982,205291.5356,24701.3574,170440.7249,215758.7821,72656.088,372815.5798,124338.9089,109840.2083,70425.0458,65200.0,170440.7249,193032.3404,133076.3354,248510.2403,171684.1611,293104.4954,98890.1593,181759.9736,141049.8901,110168.1075,70000.0,,,173342.1378,169757.4852,165506.1274,,208515.3532,442767.0075,190409.6994,215877.2107,,,147236.7609,225052.5582,286837.4808,223875.5915,114005.6917,,42306.4317,48116.4277,210562.8477,130971.4654,198242.8435,35979.1662,225775.0513,192088.484,257784.704,107930.025,47032.512,167851.0519,179404.9184,147893.8219,,191,1,22,78,74,15,1,0,97,4,33,19,14,6,10,11,94,2,32,15,19,8,14,4,131,35,8,6,4,4,2,1,131,60,17,22,8,6,7,174,14,2,1,0,0,34,74,49,0,33,1,159,30,0,0,3,30,4,33,31,0,18,22,151,56,133,2,15,11,10,1,1,153,180,11,0
146,2019,3,Other,202059.7618,30282.3822,96797.834,175124.4937,223691.0337,308304.452,380547.2861,,199136.8464,191555.9807,201124.9858,243233.4059,184205.4968,116667.6471,140420.4044,168283.0966,206620.3624,169691.4861,221447.9807,225299.9058,239250.6018,163868.794,52825.9725,86760.8,206159.3636,170545.9914,189312.9651,163727.8956,195093.7947,221813.7001,237590.486,300000.0,206159.3636,188792.2625,188474.6136,193656.6651,246134.4045,98297.9586,168445.239,203572.6613,189599.1846,169974.4426,300000.0,,,204041.4807,207477.352,200094.2435,150000.0,195438.5044,348368.32,207449.3307,263283.6588,204572.5319,37274.6817,308594.9253,263062.4331,173596.3042,253696.6228,189450.0921,3570.0,51824.4723,85850.1935,220151.3985,188535.1883,205245.8785,233959.3887,220058.3789,201457.9167,209228.2973,353250.0,179100.0,199699.5511,202897.8161,188193.2034,,203,7,24,78,62,18,14,0,125,8,39,36,24,10,5,3,78,6,29,14,13,14,1,1,152,20,13,4,4,4,5,1,152,51,22,17,4,2,6,181,15,6,1,0,0,49,45,64,2,42,1,161,37,2,1,14,27,5,32,14,1,13,11,179,49,148,6,14,6,7,1,1,174,191,12,0
147,2019,4,South Korea,63890.2359,47663.0956,72500.5107,110755.5861,219286.6523,,159610.3784,,68191.233,42665.2786,55015.6077,67529.2971,79543.9104,81623.5922,81326.4328,77420.7976,56711.4377,59313.3778,58910.7946,69477.8529,52728.8582,42919.4022,31542.6849,32217.8288,49097.0952,49527.7557,63642.2404,54207.5844,74769.3745,58650.9279,78577.9432,79757.6208,49097.0952,65800.3781,69226.385,59611.0244,46261.575,49845.8242,39643.8062,54121.7288,63412.0698,66484.5649,76589.5039,64555.1298,86909.7563,72664.6148,64592.4609,55515.4604,68951.8114,59459.582,11948.4687,66140.4597,84011.2024,90267.1451,11721.8176,36481.8796,42583.7793,45732.484,72671.0641,66891.2868,45465.9481,21409.2956,43712.3444,68571.5309,58290.4628,66675.8558,29243.1947,82720.0503,60588.1866,92247.6812,365426.5312,70000.0,60217.1144,69811.1313,60921.7983,50472.5952,480,232,221,18,6,0,3,0,306,3,89,95,50,33,25,11,174,4,44,55,29,24,12,6,59,64,63,44,55,60,64,71,59,421,303,92,16,3,7,177,101,88,80,19,15,144,70,131,28,105,2,384,34,3,3,22,31,9,17,5,14,39,23,418,66,394,20,34,26,11,2,1,406,171,273,36
148,2019,4,Taiwan,83507.8625,56563.4739,71121.4016,127504.5215,210013.7309,,225588.54,,82262.6115,158500.0,75797.7622,79393.3515,89383.6984,99485.1906,66150.536,80408.777,84458.0029,110344.5144,90127.5194,85928.7221,86852.0824,70074.9482,65345.8094,86345.2805,68408.6218,81304.5724,72231.4419,72770.5819,77080.3774,91589.3834,91245.733,116455.3263,68408.6218,85815.264,91735.941,78844.6753,53462.7935,87357.1087,59926.4509,73689.237,79994.0791,91007.7882,124462.4575,152736.0298,129145.1099,86209.5271,83991.5058,72184.5511,64764.9781,105733.8834,41576.148,85054.9128,82536.4316,75621.2258,37850.0,53302.214,82041.0878,86038.136,77786.3714,120813.2018,28200.0,44616.1145,60078.2901,103194.7544,62220.3054,92323.0854,92268.9529,88281.1704,112131.396,123055.0333,,65867.6725,79555.8632,85719.7711,79257.1226,,621,28,457,129,6,0,1,0,258,1,61,100,48,31,13,4,363,4,77,136,73,49,20,4,76,79,80,63,65,113,83,62,76,545,340,162,25,12,6,281,173,103,50,5,9,69,97,252,35,157,11,537,148,2,1,15,22,10,55,3,1,172,53,396,175,417,29,97,24,18,0,2,480,406,215,0
149,2019,4,Hong Kong,136015.8214,61995.8783,114071.4496,170464.7457,224605.5812,200000.0,,,130213.1404,52000.0,136271.5587,129481.0555,144590.7345,122439.0962,99199.4916,29483.8812,140630.6171,210239.8333,129720.4674,130307.5781,169972.471,137046.0782,129661.238,112801.2869,106468.3108,131275.8799,112061.4029,155648.656,138335.2973,129007.2764,151574.6661,151471.1564,106468.3108,138959.0074,142842.796,123545.4297,124621.4444,163125.3745,156950.8689,122113.8402,139449.2248,145146.9613,130393.2543,341306.174,369376.0359,135507.2714,129398.0971,128793.5639,85312.0626,157162.2367,175773.6285,137116.7864,168064.6084,164666.6667,9000.0,103038.6493,97944.6058,117788.3176,123655.3659,102745.3853,,66385.9598,135619.6187,143197.1705,102500.7479,142363.9125,145982.9484,144975.8095,139282.8759,147593.1112,117000.0,188754.1374,133228.0099,142594.2626,125881.2673,,669,21,387,245,15,1,0,0,300,1,73,104,59,40,22,1,369,1,71,104,84,80,23,6,61,59,73,55,55,138,144,84,61,608,451,121,19,11,6,218,199,136,107,6,3,100,209,212,4,140,4,605,137,1,1,5,9,2,44,4,0,55,84,530,103,544,22,72,65,24,1,4,503,397,272,0
150,2019,4,China,180166.9747,115590.9997,159344.4977,206915.4778,272260.0016,983954.6867,590573.5714,,168728.9124,,179581.8663,154475.7954,216368.1189,161662.9188,101885.1507,62891.1945,186346.4586,160000.0,181323.2582,193267.9807,198951.9725,161333.5805,178637.9774,120539.5164,152584.8615,193647.3542,152059.5788,216461.1889,240687.9623,224928.4368,255723.6526,231865.4502,152584.8615,206937.758,218454.5624,168026.7131,220684.2117,258346.8245,313187.5594,160421.6794,174587.3393,234787.6976,289030.8903,225214.1575,295572.9549,205913.0059,155184.5015,146548.151,134548.7817,214386.6707,319917.2178,176061.5538,163847.6954,1080254.0,335650.35,187982.6211,140081.2314,170988.776,205231.9633,268232.8956,,120997.6382,116048.3931,212501.1367,137333.46,200615.0947,148621.8762,163881.8947,278181.6261,277844.1419,,441764.7034,175320.951,181285.2279,159553.421,,862,12,534,296,14,3,3,0,312,0,90,136,47,22,13,4,550,1,200,216,70,48,13,2,404,128,80,58,53,57,55,27,404,458,297,129,23,6,3,565,139,72,63,13,10,120,168,217,73,274,10,740,220,1,1,24,7,1,105,4,0,262,38,562,246,593,23,121,37,19,0,5,680,806,56,0
151,2019,4,Thailand,101517.428,47863.0556,91576.6627,119156.9719,144716.0113,,,,102372.4863,79844.6384,77037.4503,119116.2093,108440.1333,94009.2346,111443.9025,,101046.372,97051.4556,97507.3658,98715.4777,102275.2102,115775.8623,126402.1912,,80754.7171,117810.1339,120339.8909,87471.8986,102752.9744,97020.9525,171759.8269,133561.7897,80754.7171,111964.2355,112620.2054,103941.6499,126937.0222,79598.5151,186430.267,91738.5927,116319.7056,103146.1437,115692.6281,,,104165.4519,116943.8483,95428.4208,91122.72,101626.3043,108347.8646,106061.6628,107564.1138,42200.125,,82468.7484,85648.2693,33400.0,102253.8809,112225.4241,,66056.5355,91410.706,113068.2877,93739.1671,105809.7681,66496.5506,87984.3001,127048.6962,141655.3261,,,102692.4372,110021.9407,92705.4251,,280,14,159,99,8,0,0,0,99,5,21,39,14,15,5,0,181,6,47,63,47,15,3,0,95,52,25,26,25,37,12,8,95,185,129,40,9,4,3,151,80,36,13,0,0,29,41,102,14,89,5,221,53,1,0,18,22,1,14,11,0,56,27,197,67,203,10,40,11,3,0,0,226,139,141,0
152,2019,4,Singapore,196459.1697,41294.18,87454.9406,201445.1998,389206.6722,310093.6423,,,197309.1614,208000.0,195720.2348,174480.1719,179498.7996,240695.6186,234102.6747,256191.0925,195438.0,,118312.3784,192954.4418,232173.8329,211910.4285,88640.1243,,210124.7718,178128.9986,116017.4711,165164.6223,212543.6382,245478.0182,274305.5328,244215.9847,210124.7718,191309.5599,193578.0293,157572.7186,181652.0498,276625.543,227019.7358,198339.2093,210220.1511,172134.2705,99367.9221,,,213444.9494,205587.8792,170848.5529,,220261.7316,,205365.9733,276039.7542,59733.3333,,604872.7477,183806.3734,319627.0387,121690.2747,220664.4952,,104179.7514,158038.9637,201347.1617,133207.9134,204374.9033,49948.9244,182326.7814,155623.6811,68583.452,171500.0,,200608.0753,204395.8594,162055.9484,,132,1,24,100,5,2,0,0,67,1,13,23,10,13,6,1,65,0,14,19,20,11,1,0,32,27,20,12,13,14,9,5,32,100,56,29,9,5,1,76,34,18,4,0,0,14,34,57,0,27,0,121,28,1,0,3,3,2,12,2,0,8,2,122,14,116,2,10,8,1,1,0,112,104,28,0
153,2019,4,Malaysia,106245.9312,30245.75,71050.0133,123090.3344,171722.9287,,,,106192.7741,43005.7851,103678.8219,104348.6725,115907.3422,113582.3546,127014.3194,,106275.3297,116249.4724,114987.124,119928.7389,80767.5429,85260.0545,37362.1285,,101843.2578,112187.1567,88469.1194,134531.7817,176452.6366,111770.3374,101662.205,62877.3972,101843.2578,109907.8868,119908.7596,107850.5196,102657.4871,84459.1726,89245.0626,102655.0732,122688.8635,100767.4101,129396.4321,,,110956.6282,100659.1183,102314.257,77643.0386,122696.0947,105633.3654,103441.9723,104638.1639,232051.48,51468.4968,80822.5339,113220.3536,125156.6706,121611.2256,85843.8413,,44167.5179,78862.5626,124623.2459,84320.4042,115338.4406,59068.102,95299.1723,111389.8927,82298.7679,133186.3493,,108072.4135,109605.2821,98492.7706,,266,2,91,165,8,0,0,0,94,3,35,29,14,6,7,0,172,6,52,67,27,14,6,0,122,70,30,16,5,10,9,4,122,144,56,51,26,5,6,210,45,8,3,0,0,23,46,115,14,62,6,201,42,1,1,8,18,3,57,4,0,53,13,200,68,193,5,38,7,5,3,0,213,176,90,0
154,2019,4,Indonesia,127633.2666,,88985.2764,138695.5895,115429.8074,330087.8502,,,132729.3761,12282.6932,135310.679,148104.6463,115015.1335,85369.0311,215000.0,,123532.6708,79533.1194,119276.4619,121647.5456,140813.3953,161667.7256,82623.5422,,115904.6235,150021.8508,123544.217,121038.4356,178483.407,61744.1523,169290.1005,,115904.6235,143039.0279,139261.0248,165131.0467,102978.3289,132753.9644,117000.0,124801.4703,128143.1178,164094.0427,130181.7675,372000.0,118700.0,115530.0375,112959.7593,125376.933,89762.9084,152934.4063,235500.0,135191.5285,131832.9682,372000.0,,67079.2299,124973.3435,83441.7112,125457.483,166124.4555,,95179.7217,78267.8338,134210.9086,114855.7254,136868.7959,86046.504,163487.512,,,,,124696.879,126532.9165,199326.0393,,133,0,32,91,8,2,0,0,58,1,24,19,10,3,1,0,75,2,29,25,13,3,3,0,75,28,12,2,4,3,9,0,75,58,27,20,7,3,1,106,21,2,2,1,1,16,25,52,6,33,1,104,11,1,0,5,15,4,28,5,0,7,10,116,48,82,3,10,0,0,0,0,123,131,2,0
155,2019,4,Phillipines,115686.2069,45509.3617,91362.6764,151693.7396,154565.4521,,116075.8181,,110643.6988,65373.4436,114702.8284,115707.0451,90633.0261,160245.9816,100431.3145,,118297.86,95086.3239,106571.7644,135058.4313,124020.6795,90955.9488,151288.3882,27000.0,101218.8984,124110.8543,126884.2492,91895.5512,102556.3486,169364.3003,88742.6394,123000.0,101218.8984,124019.1064,125573.3895,136370.4925,69547.5239,50349.3909,61458.3333,109243.3737,133800.7506,123805.7095,88192.9384,,,122497.3641,128619.0764,113775.3721,65947.4321,103067.2475,244476.8038,122174.4772,95347.3376,,,124406.8792,98504.1332,112330.355,107965.5744,109672.9813,,103172.936,73272.1373,119440.6378,91893.3355,123262.8767,95430.2957,92010.6321,70372.5,69071.27,75285.7143,62666.6667,120260.2834,120029.6777,105996.6291,,171,3,92,61,8,0,7,0,59,2,14,18,14,6,5,0,112,3,26,34,30,14,4,1,61,33,28,14,12,18,4,1,61,110,69,32,4,2,3,102,47,13,9,0,0,20,30,85,6,27,3,124,9,0,0,11,8,2,30,2,0,13,8,150,37,130,4,22,1,3,1,1,143,121,50,0
156,2019,4,Vietnam,113225.0091,100443.6727,81174.3436,153257.8124,211590.3952,26872.959,117010.6587,,108028.2559,159515.6319,102428.2153,122406.2293,96375.1816,62398.4849,88450.6966,,117879.6274,110403.8384,118777.8069,123332.8902,85084.3626,176190.8924,51012.2135,,97866.7843,146000.1575,143929.9311,164388.5742,98027.2274,172106.2622,153822.082,145025.0816,97866.7843,149049.5674,165890.7282,126716.5453,63833.7808,198891.735,,104403.643,158375.6911,185636.8486,200046.6163,146740.14,66304.804,123936.9821,82461.4919,109312.0145,87308.5922,136392.7268,64471.7411,112516.0473,125259.4268,325240.0,95500.0,125598.7418,175161.8238,188709.5,113656.8394,231857.4696,,61529.0004,66817.6663,169389.0725,74982.9185,173459.6384,103549.5482,132224.4904,,,,,112034.7523,113966.1274,111963.0066,,178,8,98,58,9,2,3,0,83,3,25,29,17,3,6,0,95,2,24,37,19,11,2,0,124,24,6,5,3,6,6,4,124,54,25,21,3,5,0,153,13,7,3,1,1,24,23,45,21,61,4,151,30,1,1,16,10,1,12,5,0,88,8,82,108,64,6,9,0,0,0,0,169,118,60,0
157,2019,4,India,138172.7371,7000.0,62413.3394,128954.7056,235604.414,373166.6667,,,129637.4931,124127.4444,87835.6594,158420.666,115401.9497,249863.6901,31108.2988,5000.0,150433.9559,108357.8668,121788.2272,244446.4715,138806.9375,10666.6667,85690.9211,,138964.5402,122305.4778,,52695.97,24900.0,216800.0,219138.9927,170000.0,138964.5402,134900.4476,138291.1479,171391.0905,123194.6667,8333.3333,118737.5486,138160.9242,79597.985,219138.9927,,,,139329.751,194986.5163,106849.6176,144000.0,120198.5784,133960.2808,149221.9716,231721.6833,,,68053.3866,138269.9179,,147801.2506,163176.8595,,46852.5485,69987.8995,172593.4489,109245.0764,165288.8916,82100.212,77854.2227,343039.46,230496.3513,,,130839.713,138776.0431,115817.97,,78,1,10,57,7,3,0,0,46,3,8,17,7,5,4,2,32,1,11,10,4,2,4,0,63,7,0,2,1,1,3,1,63,15,7,4,1,1,2,71,4,3,0,0,0,16,19,29,1,10,3,64,10,0,0,7,5,0,6,4,0,18,4,56,35,41,2,5,2,4,0,0,67,76,2,0
158,2019,4,UK,248465.1099,95748.0212,172364.7177,179580.2155,275241.9656,411610.4871,665978.955,,257873.4842,,208991.4855,245460.5563,268258.5148,240763.1056,586317.6848,730000.0,229893.6326,,271182.7839,240376.7858,573308.6625,116288.125,165702.6603,146198.632,235234.3928,285679.3199,315271.0827,190648.864,123988.956,116400.0,186544.47,730000.0,235234.3928,282208.7238,302836.856,257980.626,244664.9092,,358984.4499,241840.0793,223664.448,430811.16,,,,288178.5536,247820.859,189035.3065,,229677.5356,,254317.7378,243612.1334,,,226971.7819,274691.4412,286969.914,294449.8709,286969.914,,53371.6015,230886.869,266618.9034,151254.3649,259536.6452,493585.5389,60625.0,257903.4327,447296.6353,,156945.9645,246682.9173,252278.3713,228980.1877,,74,3,9,25,27,8,2,0,49,0,18,14,5,9,2,1,25,0,5,7,2,5,4,2,53,12,3,2,1,1,1,1,53,21,8,7,4,0,2,66,5,3,0,0,0,25,27,14,0,8,0,64,16,0,0,3,14,1,9,1,0,5,8,61,14,57,3,2,7,3,0,2,60,62,12,0
159,2019,4,Germany,211805.1762,9500.0,154617.1432,158968.5257,240589.113,264133.2623,372194.4405,,207268.4627,62372.2246,181827.1485,220094.4654,180722.9699,266080.5007,199376.895,324417.4755,220253.8954,202400.0,198241.6614,252102.7019,132058.845,249305.1998,196579.6749,,197160.4844,237019.6888,198408.4066,338317.2453,249156.472,236700.1997,277523.2691,,197160.4844,245515.2603,225435.6631,240005.6523,323642.6455,282237.8052,265275.9735,210093.3312,209776.6829,258890.0153,196508.6304,,,209078.8954,207468.2926,222366.8057,102040.17,228038.578,132551.0114,223122.2413,252866.9055,262204.6495,127000.0,167042.5042,223376.5835,214020.0191,215400.7029,258049.0814,,74691.7889,174409.6267,229222.5006,173701.0519,223909.0804,6622.5335,156565.9152,196125.7372,172250.9789,,153000.0,217287.0706,213103.6238,107271.4382,,168,1,10,67,63,17,10,0,107,1,28,38,19,10,8,3,61,1,16,21,6,11,6,0,117,18,11,6,5,6,5,0,117,51,18,22,4,2,5,150,11,6,1,0,0,50,57,27,1,30,3,138,55,2,1,19,22,9,18,11,0,14,11,143,36,131,1,7,10,6,0,1,144,166,2,0
160,2019,4,France,213437.1358,,230686.292,177286.1582,221390.38,194834.8979,493532.5579,,219920.7733,81618.2586,177912.6668,274067.2069,251599.2461,247563.3551,247545.0609,205619.0738,202063.0409,212500.0,163852.1904,173300.4324,77945.9351,340646.2963,334893.3253,,182237.8356,215635.5598,242477.7668,374362.2223,460046.6706,291050.888,41745.9106,108465.3412,182237.8356,279657.9298,391232.6992,246832.691,184440.7889,227419.9594,329713.8094,200496.3501,442698.264,287916.945,,,,297392.9501,200853.7603,111719.8709,,190468.0571,283039.5311,222401.349,202591.8803,195923.7972,,165583.9015,206563.7276,206400.2935,216434.2311,171666.8807,,40855.5797,163749.7728,240515.5314,216680.4998,214779.3576,136365.5881,90072.0623,148414.3896,,,,225565.8815,215675.8331,114526.4148,,88,0,2,36,37,9,4,0,56,2,18,9,10,8,3,6,32,1,13,6,4,5,3,0,60,7,4,4,5,4,2,2,60,28,6,14,2,3,3,82,4,2,0,0,0,23,32,14,0,16,3,77,27,2,0,5,11,2,10,7,0,7,13,68,18,68,2,5,5,0,0,0,78,86,2,0
161,2019,4,Italy,174635.9647,,126365.4056,138476.2764,208614.4124,267305.7151,319769.4746,,176452.373,,163062.6255,209786.4973,178164.2795,133198.1243,,,171673.6145,,113209.6087,176298.7093,315306.6154,68711.3882,24081.94,,159165.8591,239013.5134,162024.355,122230.977,285973.0375,290789.4255,268663.7302,,159165.8591,219806.242,236741.1249,258228.9925,73477.0468,,,163947.7697,219670.7207,265034.8542,,,,189016.7545,220375.0206,94264.7647,,158431.9809,,177813.8261,193065.7695,,,179092.1377,155908.0361,123380.3878,187769.6666,319880.9088,,58010.9872,70236.7236,199861.2999,142068.4645,189745.8458,170390.6557,191861.7604,,,,,173628.5532,177270.4551,104747.5715,,55,0,4,29,16,3,3,0,34,0,16,10,5,3,0,0,21,0,4,10,4,2,1,0,41,7,2,2,1,1,1,0,41,14,8,4,2,0,0,47,5,3,0,0,0,19,14,8,0,14,0,43,17,0,0,6,4,2,7,5,0,5,5,45,17,36,2,3,0,0,0,0,52,53,2,0
162,2019,4,Spain,207109.2608,,93903.2146,154982.4083,236403.5922,416603.2049,,,208479.9207,,158460.07,222535.8608,262068.9992,256472.661,100000.0,,204373.1699,,234620.0064,213955.6278,211791.4141,68633.529,,,213216.2391,100723.8198,221311.5953,,,,443167.645,,213216.2391,178045.0659,151684.3972,209729.2549,,,,212912.4807,151684.3972,,,,,219948.7459,186944.6437,190471.9776,,243336.47,0.0,214655.8488,215708.6236,,67429.432,167941.4102,178699.4445,255632.1129,223702.4614,193674.9848,,47142.8288,141626.0647,235659.7004,157662.5105,222446.3532,,256429.1734,186292.6484,104900.0,,,203034.8377,209928.6278,141280.7147,,58,0,3,28,22,5,0,0,39,0,10,22,5,1,1,0,19,0,4,12,1,2,0,0,49,5,3,0,0,0,1,0,49,9,5,4,0,0,0,53,5,0,0,0,0,10,26,4,0,17,1,48,19,0,1,3,12,2,7,5,0,8,4,46,14,44,0,8,7,1,0,0,42,55,3,0
163,2019,4,Russia,174002.419,143646.8333,111285.5249,164182.0541,203211.1029,,481799.8935,,186380.5376,152361.0642,174940.7711,224044.8444,164113.7694,264969.1971,120000.0,,160732.8648,73792.5395,139771.1515,196457.8425,215169.3362,135634.7465,36534.2525,165697.1179,152803.0088,151349.7447,164869.0115,279557.8599,400350.4158,300311.6954,173261.0866,177768.4413,152803.0088,205703.2273,220004.8966,201977.08,181203.9733,229057.2225,145104.025,163648.6355,261939.6359,197617.1031,116934.4198,,,214902.0085,186891.7765,148062.1348,50000.0,158432.1811,66034.2711,182383.5652,255907.6197,,,35309.8219,302830.425,114997.4521,150108.6571,,,99880.0397,114556.9585,190587.1209,101861.9002,188893.2251,215194.4522,173942.9238,279319.7879,,,,172537.7011,170631.0544,429350.78,,88,1,10,60,15,0,2,0,46,8,14,12,7,4,1,0,42,2,12,10,9,4,2,3,48,12,8,6,3,4,3,4,48,40,20,13,3,2,2,68,9,7,4,0,0,22,21,21,1,21,2,78,9,0,0,3,2,2,3,0,0,14,2,72,17,66,5,4,1,0,0,0,83,87,1,0
164,2019,4,USA,187959.882,49166.3568,103101.6708,178603.9275,242752.5909,328051.8501,697890.8298,,197116.6621,312002.7092,188146.3112,203498.8522,234631.5379,170802.6531,185658.4032,108011.3074,171735.8491,69334.9148,150160.7735,193224.2738,213657.3323,226345.3892,114077.5106,136489.2736,180381.527,223289.7797,211800.3395,176415.3748,198689.7254,170991.7231,203218.8396,104814.4678,180381.527,203872.8055,143493.6919,246712.2875,198005.485,248871.515,247270.7947,194091.2233,148403.3254,115481.8681,172776.1642,191735.572,53804.718,201839.6306,177408.8224,160819.231,220376.1502,202206.9289,390999.8248,195689.5859,228608.9344,185517.477,304889.9614,158400.2068,166406.9674,179666.2636,231075.7261,150824.026,12550.0,73946.9782,100051.8504,203219.6419,167914.823,192340.6302,205474.6726,159683.6745,216452.9597,252468.4569,260721.5067,202653.1195,181422.3799,189515.0915,156743.1896,,650,20,102,365,138,16,9,0,414,5,141,153,48,29,25,13,236,4,69,56,22,37,31,17,431,99,41,22,13,19,13,12,431,219,85,73,18,24,19,565,59,16,8,1,1,152,211,124,4,154,5,492,117,1,2,27,60,16,145,56,1,52,36,562,132,495,23,19,38,36,9,7,541,617,33,0
165,2019,4,Canada,167336.6537,32271.628,90094.659,139402.2603,224329.6277,292362.5623,261369.9918,,177186.1612,,189067.2363,158653.7391,145439.0533,238380.9427,137525.9893,203807.8903,154787.3359,,143745.8289,144995.2123,157255.2532,183498.6042,141371.0862,362427.4533,161908.4713,200740.5781,191113.9744,157811.399,212893.5947,128292.0393,106366.7227,138878.6929,161908.4713,178249.327,115273.1252,212109.1238,141659.0167,261120.16,208119.0381,173343.0058,105596.9844,170166.5635,30872.9296,199510.2745,,170212.2318,159923.8475,148067.011,,183885.2691,183599.4719,173963.058,201778.7046,318000.0,,119456.9711,156754.3628,183058.1318,191139.4845,214764.8645,,71079.3135,60042.6178,182304.2156,141707.562,177037.6632,126533.0779,198393.4601,209271.9206,177711.6969,,318000.0,157024.4671,171865.2998,91925.4657,,158,2,17,83,45,8,3,0,88,0,30,27,8,10,9,4,70,0,24,14,8,12,11,1,105,23,8,5,4,5,3,5,105,53,17,17,5,4,10,141,11,2,2,2,0,38,55,22,0,39,4,127,28,1,0,9,19,7,23,10,0,10,11,137,38,115,5,11,17,5,0,1,124,149,9,0
